Running Env Steps,Real Det Return,Itration,Running Forward KL,Running Update Time,Real Sto Return,Reward Loss,Running Reverse KL,q,clip,folder,episode,environment,seed
740000,3488.12,148,12.411,148,3229.51,-88.96672821044922,12.3009,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_47_q1_seed1024_qstd1.0,740000,Hopper-v5,1024
745000,3487.8,149,12.4498,149,3466.36,-126.68889617919922,12.4939,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_47_q1_seed1024_qstd1.0,745000,Hopper-v5,1024
750000,3448.42,150,12.8296,150,3276.3,-188.4259033203125,12.6687,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_47_q1_seed1024_qstd1.0,750000,Hopper-v5,1024
755000,3494.42,151,12.7074,151,3455.13,-159.32440185546875,12.7826,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_47_q1_seed1024_qstd1.0,755000,Hopper-v5,1024
760000,3490.33,152,11.4995,152,3472.2,-132.4115447998047,12.166,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_47_q1_seed1024_qstd1.0,760000,Hopper-v5,1024
765000,3488.16,153,12.451,153,3121.23,-130.01889038085938,12.2867,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_47_q1_seed1024_qstd1.0,765000,Hopper-v5,1024
770000,3452.0,154,11.9557,154,3427.15,-162.0865478515625,12.5033,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_47_q1_seed1024_qstd1.0,770000,Hopper-v5,1024
775000,3459.26,155,11.6659,155,3419.44,-171.15818786621094,13.234,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_47_q1_seed1024_qstd1.0,775000,Hopper-v5,1024
780000,3485.04,156,12.655,156,3063.57,-163.5516357421875,13.3513,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_47_q1_seed1024_qstd1.0,780000,Hopper-v5,1024
785000,3525.44,157,12.6057,157,3312.16,-197.88807678222656,15.4617,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_47_q1_seed1024_qstd1.0,785000,Hopper-v5,1024
790000,3499.54,158,13.8719,158,3401.03,-193.69281005859372,14.1479,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_47_q1_seed1024_qstd1.0,790000,Hopper-v5,1024
795000,3485.95,159,12.0412,159,3454.5,-142.02224731445312,13.2425,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_47_q1_seed1024_qstd1.0,795000,Hopper-v5,1024
800000,3491.52,160,12.1088,160,3427.72,-146.3093719482422,12.1661,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_47_q1_seed1024_qstd1.0,800000,Hopper-v5,1024
805000,3409.44,161,12.0155,161,3393.72,-189.80294799804688,12.5613,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_47_q1_seed1024_qstd1.0,805000,Hopper-v5,1024
810000,3461.25,162,12.2617,162,3383.68,-159.138916015625,12.6541,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_47_q1_seed1024_qstd1.0,810000,Hopper-v5,1024
815000,3485.07,163,11.4365,163,3453.8,-160.10093688964844,11.9838,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_47_q1_seed1024_qstd1.0,815000,Hopper-v5,1024
820000,3455.12,164,11.9684,164,3425.25,-182.6813201904297,12.2086,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_47_q1_seed1024_qstd1.0,820000,Hopper-v5,1024
825000,3456.99,165,12.2644,165,3450.63,-160.15940856933594,12.9373,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_47_q1_seed1024_qstd1.0,825000,Hopper-v5,1024
830000,3457.01,166,12.5917,166,3412.64,-225.5810546875,15.9075,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_47_q1_seed1024_qstd1.0,830000,Hopper-v5,1024
835000,3458.05,167,12.5254,167,3331.4,-187.9091796875,12.5733,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_47_q1_seed1024_qstd1.0,835000,Hopper-v5,1024
840000,3491.8,168,13.699,168,3117.99,-162.12957763671875,14.1229,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_47_q1_seed1024_qstd1.0,840000,Hopper-v5,1024
845000,3514.55,169,12.1694,169,3255.13,-168.71774291992188,13.3957,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_47_q1_seed1024_qstd1.0,845000,Hopper-v5,1024
850000,3534.39,170,13.8564,170,2727.23,-278.0499572753906,18.3011,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_47_q1_seed1024_qstd1.0,850000,Hopper-v5,1024
855000,3445.63,171,12.2978,171,3407.47,-205.11019897460935,12.6083,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_47_q1_seed1024_qstd1.0,855000,Hopper-v5,1024
860000,3505.93,172,11.8451,172,3251.77,-143.6749725341797,12.4679,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_47_q1_seed1024_qstd1.0,860000,Hopper-v5,1024
865000,3411.33,173,12.5396,173,3384.25,-227.3394470214844,12.5282,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_47_q1_seed1024_qstd1.0,865000,Hopper-v5,1024
870000,3487.75,174,12.8091,174,2861.98,-234.5917205810547,17.7192,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_47_q1_seed1024_qstd1.0,870000,Hopper-v5,1024
875000,3460.2,175,12.3376,175,3307.8,-214.08737182617188,12.7791,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_47_q1_seed1024_qstd1.0,875000,Hopper-v5,1024
880000,3503.72,176,12.1891,176,3252.86,-243.8383636474609,13.6504,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_47_q1_seed1024_qstd1.0,880000,Hopper-v5,1024
885000,3441.86,177,11.7578,177,3426.42,-194.9881896972656,12.5665,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_47_q1_seed1024_qstd1.0,885000,Hopper-v5,1024
890000,3482.09,178,12.243,178,3459.33,-173.50125122070312,12.437,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_47_q1_seed1024_qstd1.0,890000,Hopper-v5,1024
895000,3497.89,179,12.4967,179,3290.28,-205.9288024902344,13.2365,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_47_q1_seed1024_qstd1.0,895000,Hopper-v5,1024
900000,3506.06,180,11.3366,180,3470.21,-172.2735137939453,11.9497,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_47_q1_seed1024_qstd1.0,900000,Hopper-v5,1024
905000,3497.97,181,11.4781,181,3462.41,-161.31967163085938,11.9428,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_47_q1_seed1024_qstd1.0,905000,Hopper-v5,1024
910000,3498.07,182,12.2561,182,3168.92,-270.1898803710937,14.8282,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_47_q1_seed1024_qstd1.0,910000,Hopper-v5,1024
915000,3484.09,183,12.6764,183,3318.32,-286.4038391113281,16.5209,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_47_q1_seed1024_qstd1.0,915000,Hopper-v5,1024
920000,3495.8,184,10.9066,184,3463.84,-164.95669555664062,11.0398,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_47_q1_seed1024_qstd1.0,920000,Hopper-v5,1024
925000,3492.84,185,11.8653,185,3469.2,-146.301025390625,11.5194,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_47_q1_seed1024_qstd1.0,925000,Hopper-v5,1024
930000,3504.25,186,12.1758,186,3461.04,-188.7186737060547,12.9566,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_47_q1_seed1024_qstd1.0,930000,Hopper-v5,1024
935000,3511.95,187,11.6723,187,3466.35,-158.45018005371094,11.4121,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_47_q1_seed1024_qstd1.0,935000,Hopper-v5,1024
940000,3494.65,188,12.0438,188,3287.85,-210.3914031982422,12.4755,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_47_q1_seed1024_qstd1.0,940000,Hopper-v5,1024
945000,3498.07,189,12.0374,189,3441.26,-197.7034149169922,12.8013,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_47_q1_seed1024_qstd1.0,945000,Hopper-v5,1024
950000,3518.67,190,12.2853,190,3383.86,-162.92202758789062,13.4983,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_47_q1_seed1024_qstd1.0,950000,Hopper-v5,1024
955000,3480.38,191,11.4715,191,3433.23,-163.48695373535156,12.0395,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_47_q1_seed1024_qstd1.0,955000,Hopper-v5,1024
960000,3494.88,192,12.1408,192,3464.6,-187.192138671875,12.4398,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_47_q1_seed1024_qstd1.0,960000,Hopper-v5,1024
965000,3492.22,193,12.6081,193,3362.29,-230.70751953125,11.9887,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_47_q1_seed1024_qstd1.0,965000,Hopper-v5,1024
970000,3518.37,194,12.5888,194,3489.55,-156.08543395996094,12.903,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_47_q1_seed1024_qstd1.0,970000,Hopper-v5,1024
975000,3423.44,195,14.1231,195,2620.27,-370.0032958984375,22.7151,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_47_q1_seed1024_qstd1.0,975000,Hopper-v5,1024
980000,3527.28,196,11.8497,196,3117.76,-166.7001190185547,11.7844,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_47_q1_seed1024_qstd1.0,980000,Hopper-v5,1024
985000,3472.34,197,10.582,197,3435.7,-183.558349609375,11.1161,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_47_q1_seed1024_qstd1.0,985000,Hopper-v5,1024
990000,3495.58,198,12.1516,198,3451.5,-222.5920562744141,12.8804,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_47_q1_seed1024_qstd1.0,990000,Hopper-v5,1024
995000,3468.87,199,12.3863,199,3174.8,-253.57318115234372,12.5782,1,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_47_q1_seed1024_qstd1.0,995000,Hopper-v5,1024
0,202.54,0,27.5844,0,205.9,-9.033031463623049,19.3628,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,0,Hopper-v5,42
5000,228.04,1,25.7759,1,226.43,-51.05168533325195,25.8084,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,5000,Hopper-v5,42
10000,307.43,2,24.4136,2,295.19,-94.00765228271484,33.1602,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,10000,Hopper-v5,42
15000,315.93,3,24.0917,3,309.3,-67.08387756347656,19.414,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,15000,Hopper-v5,42
20000,314.27,4,24.9447,4,307.93,-66.91796875,18.4666,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,20000,Hopper-v5,42
25000,357.66,5,23.1637,5,366.46,-130.42311096191406,44.1551,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,25000,Hopper-v5,42
30000,172.55,6,20.887,6,231.36,-54.70623779296875,19.1817,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,30000,Hopper-v5,42
35000,410.56,7,21.1511,7,427.37,-84.39791870117188,29.9532,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,35000,Hopper-v5,42
40000,342.87,8,21.3323,8,423.72,-90.96256256103516,27.4097,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,40000,Hopper-v5,42
45000,629.74,9,22.0709,9,596.37,-104.34649658203124,25.4088,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,45000,Hopper-v5,42
50000,590.33,10,21.5631,10,553.67,-115.05847930908205,25.7431,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,50000,Hopper-v5,42
55000,843.42,11,18.6332,11,804.46,-104.06462097167967,26.2469,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,55000,Hopper-v5,42
60000,829.86,12,18.2271,12,784.36,-114.8343505859375,23.8502,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,60000,Hopper-v5,42
65000,684.81,13,19.1545,13,657.41,-133.13287353515625,24.0883,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,65000,Hopper-v5,42
70000,977.22,14,18.3824,14,926.56,-126.76526641845705,21.5035,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,70000,Hopper-v5,42
75000,920.06,15,19.9256,15,887.01,-135.1948699951172,17.3598,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,75000,Hopper-v5,42
80000,945.11,16,17.4495,16,1035.77,-129.44825744628906,18.7456,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,80000,Hopper-v5,42
85000,824.37,17,18.3904,17,897.53,-137.1621856689453,22.071,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,85000,Hopper-v5,42
90000,2769.75,18,17.8194,18,1545.89,-123.04899597167967,18.9857,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,90000,Hopper-v5,42
95000,1231.75,19,17.0669,19,1202.67,-133.61328125,18.2326,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,95000,Hopper-v5,42
100000,3000.8,20,16.5294,20,1723.66,-85.84561920166016,16.9228,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,100000,Hopper-v5,42
105000,812.67,21,19.3635,21,806.98,-101.61063385009766,16.7133,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,105000,Hopper-v5,42
110000,2797.69,22,18.7024,22,1622.91,-57.19207382202149,15.6973,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,110000,Hopper-v5,42
115000,2972.46,23,15.6664,23,2994.08,-33.76042938232422,12.933,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,115000,Hopper-v5,42
120000,2357.25,24,17.3144,24,1459.46,-95.92318725585938,30.0756,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,120000,Hopper-v5,42
125000,51.78,25,20.6603,25,199.85,-165.8483123779297,115.1302,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,125000,Hopper-v5,42
130000,1258.95,26,16.6461,26,1251.79,-149.19529724121094,24.9825,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,130000,Hopper-v5,42
135000,2663.54,27,17.4189,27,2514.39,-76.11492156982422,14.1724,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,135000,Hopper-v5,42
140000,3048.0,28,16.1412,28,2942.43,-45.6131706237793,14.7848,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,140000,Hopper-v5,42
145000,1373.13,29,17.7021,29,2249.0,-83.29141235351562,14.3154,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,145000,Hopper-v5,42
150000,3105.99,30,15.4601,30,2438.48,-84.3891830444336,13.6918,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,150000,Hopper-v5,42
155000,3084.64,31,16.4992,31,1843.56,-139.0052032470703,19.0444,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,155000,Hopper-v5,42
160000,3035.3,32,14.3952,32,2939.78,-75.8830337524414,18.326,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,160000,Hopper-v5,42
165000,3075.4,33,16.1451,33,2819.09,-38.70534896850586,13.6734,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,165000,Hopper-v5,42
170000,3082.52,34,15.3405,34,2975.52,-46.58010482788086,13.3415,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,170000,Hopper-v5,42
175000,3066.28,35,14.659,35,3043.81,-29.00516891479492,11.7571,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,175000,Hopper-v5,42
180000,3151.4,36,14.8107,36,3112.47,-51.17148208618164,12.6099,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,180000,Hopper-v5,42
185000,3089.03,37,14.4075,37,3082.68,-63.33440399169922,11.7504,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,185000,Hopper-v5,42
190000,975.97,38,16.4142,38,987.19,-222.6917724609375,23.0602,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,190000,Hopper-v5,42
195000,2777.49,39,14.088,39,2151.96,-159.9894561767578,19.5198,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,195000,Hopper-v5,42
200000,3188.63,40,15.0984,40,2816.64,-46.741844177246094,15.4221,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,200000,Hopper-v5,42
205000,3137.54,41,14.7373,41,2902.38,-70.2656478881836,12.0865,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,205000,Hopper-v5,42
210000,3096.6,42,15.0701,42,3094.78,-63.68324279785156,12.184,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,210000,Hopper-v5,42
215000,3086.83,43,15.4817,43,3058.97,-38.63290023803711,12.1461,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,215000,Hopper-v5,42
220000,3098.44,44,14.8458,44,2981.55,-52.083133697509766,11.2033,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,220000,Hopper-v5,42
225000,3099.74,45,14.7895,45,3073.82,-40.22526550292969,11.964,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,225000,Hopper-v5,42
230000,3045.06,46,15.5189,46,2918.58,-96.39569854736328,12.9441,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,230000,Hopper-v5,42
235000,3177.87,47,14.0302,47,3162.14,-28.501392364501957,11.8209,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,235000,Hopper-v5,42
240000,3164.47,48,14.9549,48,3128.56,-51.70884704589844,12.2036,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,240000,Hopper-v5,42
245000,3137.55,49,14.1438,49,3034.72,-51.54624557495117,11.991,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,245000,Hopper-v5,42
250000,3146.94,50,14.5788,50,3013.47,-72.96809387207031,12.6232,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,250000,Hopper-v5,42
255000,3221.12,51,14.9513,51,3126.99,-54.751007080078125,12.1501,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,255000,Hopper-v5,42
260000,3156.67,52,14.1571,52,3033.03,-40.368797302246094,11.8262,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,260000,Hopper-v5,42
265000,3134.83,53,13.8772,53,3119.46,-51.71004104614258,11.1593,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,265000,Hopper-v5,42
270000,3164.54,54,13.9788,54,2931.01,-33.02008056640625,11.781,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,270000,Hopper-v5,42
275000,3149.28,55,15.1785,55,3141.18,-52.56950759887695,12.5958,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,275000,Hopper-v5,42
280000,3106.14,56,14.7189,56,2089.8,-152.0596160888672,14.9108,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,280000,Hopper-v5,42
285000,3153.55,57,13.8029,57,2426.42,-117.6506576538086,12.2759,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,285000,Hopper-v5,42
290000,3202.12,58,14.1029,58,2998.5,-65.87347412109375,12.0529,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,290000,Hopper-v5,42
295000,3062.98,59,14.5015,59,1883.15,-110.59027862548828,12.5118,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,295000,Hopper-v5,42
300000,3180.02,60,14.2869,60,2102.68,-92.35352325439452,12.1873,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,300000,Hopper-v5,42
305000,3204.97,61,14.2792,61,2463.63,-119.60667419433594,11.77,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,305000,Hopper-v5,42
310000,3141.37,62,14.2754,62,2523.04,-117.78781127929688,12.07,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,310000,Hopper-v5,42
315000,3174.84,63,14.1792,63,3152.3,-68.67247772216797,12.0799,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,315000,Hopper-v5,42
320000,2315.64,64,14.8041,64,2078.98,-211.17337036132807,15.988,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,320000,Hopper-v5,42
325000,3111.78,65,14.377,65,2523.54,-117.18270111083984,11.8398,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,325000,Hopper-v5,42
330000,3178.83,66,14.1375,66,2872.37,-84.90884399414062,11.6535,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,330000,Hopper-v5,42
335000,3175.8,67,14.4089,67,2038.56,-181.4947662353516,14.0793,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,335000,Hopper-v5,42
340000,3192.32,68,14.2838,68,3213.28,-61.982154846191406,12.3818,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,340000,Hopper-v5,42
345000,3165.37,69,13.6018,69,2898.73,-97.37113189697266,10.8758,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,345000,Hopper-v5,42
350000,3173.32,70,13.2071,70,3175.1,-69.88414764404297,11.3783,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,350000,Hopper-v5,42
355000,3210.97,71,14.2366,71,2896.16,-89.10107421875,11.5378,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,355000,Hopper-v5,42
360000,3193.55,72,13.541,72,3185.9,-85.53728485107422,11.7193,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,360000,Hopper-v5,42
365000,3212.22,73,13.8145,73,3206.84,-80.4370346069336,12.2158,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,365000,Hopper-v5,42
370000,3166.74,74,14.5084,74,3174.51,-85.65536499023438,11.7468,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,370000,Hopper-v5,42
375000,3245.0,75,12.9389,75,3253.84,-65.31188201904297,12.0737,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,375000,Hopper-v5,42
380000,3195.66,76,13.5038,76,3193.77,-91.94412994384766,11.4303,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,380000,Hopper-v5,42
385000,3254.21,77,12.7587,77,3168.76,-79.859375,11.041,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,385000,Hopper-v5,42
390000,3278.54,78,13.1172,78,3259.14,-92.9677505493164,11.413,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,390000,Hopper-v5,42
395000,3259.59,79,12.9451,79,3247.67,-79.0634765625,11.9019,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,395000,Hopper-v5,42
400000,3326.13,80,11.8286,80,3312.71,-71.77090454101562,10.4209,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_18_09_33_48_q4_seed42_qstd50.0,400000,Hopper-v5,42
